"CASE","STARTED","EE01","HH01_01","HH01_02","HH01_03","HH01_04","HH01_05","HH01_06","HH01_07","HH01_08","HH01_09","HH01_10","HH01_11","HH01_12","HH01_13","HH01_14","HH01_15","HH01_16","IV01_01","IV01_02","IV01_03","IV01_04","IV01_05","IV01_06","IV01_07","IV01_08","IV01_09","IV01_10","IV01_11","IV01_12","IV01_13","IV01_14","IV01_15","IV01_16","IV01_17","IV01_18","IV01_19","IV01_20","IV01_21","IV01_22","IV01_23","IV01_24","IV01_25","IV01_26","IV01_27","IV01_28","IV01_29","IV01_30","IV01_31","IV01_32","IV01_33","IV01_34","IV01_35","IV01_36","IV01_37","IV01_38","IV01_39","IV01_40","IV01_41","IV01_42","IV01_43","IV01_44","IV01_45","IV01_46","IV01_47","IV01_48","IV01_49","IV01_50","IV01_51","IV01_52","IV01_53","IV01_54","IV01_55","IV01_56","IV01_57","IV01_58","IV01_59","IV01_60","IV01_61","IV01_62","IV01_63","IV01_64","IV01_65","IV01_66","IV01_67","IV02_01","IV02_02","IV02_03","KV01","KV02","KV03","KV04","KV05","KV06","RA01_01","RA01_02","SA01_01","SA02_01","SA03_01","SA04_01","SA05_01","SA06_01","SA07_01","SA08_01","SA09_01","SA10_01","SA11_01","SA12_01","SA13_01","SA14_01","SA15_01","SA16_01","SA17_01","SA18_01","SA19_01","SA20_01","SA21_01","SA22_01","SA23_01","SA24_01","SA25_01","SA26_01","SA27_01","SA28_01","SA29_01","SA30_01","SA31_01","SA32_01","SA33_01","SA34_01","SA35_01","SA36_01","SA37_01","SA38_01","SA39_01","SA40_01","SA41_01","SA42_01","SA43_01","SA44_01","SA45_01","SA46_01","SA47_01","SA48_01","SA49_01","SA50_01","SA51_01","SA52_01","SA53_01","SA54_01","SA55_01","SA56_01","SA57_01","SA58_01","SA59_01","SA60_01","SA61_01","SA62_01","SA63_01","SA64_01","SA65_01","SA66_01","SA67_01","SV01","SV02","SV03","SV04","SV05","SV06","SV07","SV08","SV09","SV10","SV11","SV12","SV13","SV14","SV15","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME011","TIME012","TIME014","TIME015","TIME017","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","TIME026","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","TIME044","TIME045","TIME046","TIME047","TIME048","TIME049","TIME050","TIME051","TIME052","TIME053","TIME054","TIME055","TIME056","TIME057","TIME058","TIME059","TIME060","TIME061","TIME062","TIME063","TIME064","TIME065","TIME066","TIME067","TIME068","TIME069","TIME070","TIME071","TIME072","TIME073","TIME074","TIME075","TIME076","TIME077","TIME078","TIME079","TIME080","TIME081","TIME082","TIME083","TIME084","TIME085","TIME086","TIME087","TIME_SUM","LASTDATA","LASTPAGE","MISSING","MISSREL","TIME_RSI"
1647,"08.12.2023 16:38",1,4,2,3,3,2,3,3,4,3,3,2,1,3,3,2,2,53,37,48,26,12,1,58,44,36,24,27,34,19,41,62,7,42,54,23,51,6,29,16,63,56,50,60,61,66,31,45,2,59,46,38,28,64,33,5,4,47,20,49,35,13,18,43,17,3,8,57,30,21,65,25,15,40,14,10,9,32,52,55,67,11,39,22,0,2,0,20,2,4,1,2,1,7,3,1,1,1,101,1,101,101,101,101,1,101,101,101,101,101,1,101,101,101,101,101,101,101,101,101,101,101,101,1,1,1,101,2,1,101,101,1,1,101,101,101,1,1,1,1,1,1,101,101,1,1,101,101,101,1,1,1,1,1,1,101,1,1,101,101,101,101,3,9,9,5,1,1,1,9,2,5,6,9,9,1,9,67,24,54,133,90,16,195,24,43,62,151,18,20,63,4,9,6,13,6,19,11,11,5,20,6,6,10,13,9,10,10,10,5,5,9,7,5,6,6,3,6,14,4,4,10,10,5,7,12,8,9,16,5,11,5,8,5,6,6,6,3,10,24,9,4,7,6,9,7,7,5,6,6,6,19,6,10,8,10,5,11,30,62,1611,"08.12.2023 17:05",87,1,0,0.85
1648,"08.12.2023 16:45",1,2,1,3,5,5,1,1,5,1,5,4,2,4,1,4,2,54,53,35,4,9,17,1,42,57,60,15,18,37,50,26,5,40,13,61,11,49,48,6,34,10,41,31,36,23,30,63,65,32,16,7,56,27,38,22,14,20,52,28,62,58,64,51,19,47,67,33,59,46,45,66,12,3,8,2,43,39,55,21,25,44,29,24,0,2,1,57,1,3,2,2,1,9,5,50,2,1,2,100,50,2,2,100,101,50,2,100,100,100,101,100,101,101,101,100,101,101,101,49,50,53,50,50,2,2,3,101,101,101,101,100,101,99,101,47,53,2,3,1,101,101,101,101,99,101,101,101,50,49,1,3,2,101,101,101,101,101,100,101,101,52,1,9,9,9,1,1,1,9,1,1,9,9,9,1,9,172,39,129,65,34,19,229,79,39,113,445,14,53,66,5,4,4,7,9,8,47,5,7,4,7,6,4,4,8,15,6,7,8,6,4,5,5,5,14,4,4,6,7,7,4,5,10,11,6,4,5,5,10,7,6,11,8,5,5,4,4,4,4,6,6,5,5,5,5,8,15,6,52,9,8,6,7,10,4,11,4,50,65,1629,"08.12.2023 17:21",87,1,0,0.93
1649,"08.12.2023 17:01",1,4,2,2,4,5,1,4,4,3,4,2,2,5,1,4,3,2,31,59,40,55,38,11,61,63,35,44,22,51,30,18,3,43,66,56,52,8,57,5,15,67,42,23,33,16,49,62,58,50,14,65,13,39,37,34,53,6,46,12,1,32,25,21,19,10,45,7,27,26,36,17,28,9,47,48,29,54,24,60,64,4,41,20,0,1,1,25,2,6,1,2,1,8,5,36,27,26,30,30,35,32,23,75,33,40,51,101,70,71,101,64,37,31,31,101,26,38,32,78,26,19,40,33,24,17,1,39,67,92,101,74,83,86,81,90,32,19,21,1,82,17,101,72,101,21,69,100,81,2,88,1,1,67,91,101,94,101,101,101,93,50,1,9,9,5,5,9,6,9,4,9,5,8,5,3,2,178,32,329,228,141,17,402,130,86,189,63,22,18,181,16,15,20,22,19,20,132,24,47,19,27,22,8,42,75,19,67,16,25,29,110,20,28,33,35,16,25,34,45,13,13,15,77,27,11,25,82,21,28,17,42,22,36,49,76,56,29,40,23,9,8,24,35,35,52,72,13,11,62,12,13,17,13,9,15,25,35,23,76,3075,"08.12.2023 18:12",87,1,0,0.31
1659,"08.12.2023 18:00",1,4,5,2,4,3,1,2,5,2,5,2,2,4,2,2,3,38,65,10,59,6,37,1,24,20,19,39,4,13,62,14,18,44,34,12,36,56,5,2,29,32,63,51,48,8,49,64,23,3,58,15,16,33,54,67,42,28,40,55,46,61,17,66,53,26,35,45,7,52,60,50,43,21,57,41,9,27,11,31,47,22,25,30,0,0,0,20,2,4,1,1,1,4,3,4,10,6,8,1,15,33,8,10,12,11,1,96,92,4,9,52,8,8,11,52,13,11,8,53,10,9,51,11,5,8,10,5,8,91,93,93,9,89,90,92,8,3,13,14,10,53,91,90,52,9,97,88,50,53,50,2,5,53,52,93,94,95,97,96,89,93,1,9,9,5,5,9,6,5,4,7,5,8,5,3,3,46,29,79,178,79,14,170,38,16,121,47,18,14,123,7,9,8,7,11,7,50,6,6,10,6,11,7,14,8,7,10,7,14,8,6,9,26,6,27,10,34,6,8,11,8,9,21,23,9,8,6,8,7,8,9,6,6,7,6,8,11,5,9,8,7,13,12,5,55,7,8,7,10,13,4,6,12,8,12,5,31,26,81,1740,"08.12.2023 18:31",87,1,0,0.71
1662,"08.12.2023 19:30",1,4,5,2,3,2,4,3,4,2,2,3,2,2,5,4,4,48,4,47,45,36,34,44,7,5,30,23,25,31,49,63,42,16,58,19,20,51,8,22,53,2,62,6,27,56,39,61,10,59,50,52,54,64,66,67,11,40,60,17,14,57,35,1,26,43,37,28,29,55,65,21,18,13,41,24,33,15,32,46,9,38,3,12,1,0,0,20,2,4,1,2,1,4,3,5,1,17,8,14,17,14,14,78,25,80,1,89,87,86,99,101,92,83,1,83,101,7,77,101,85,101,52,22,21,25,1,11,19,84,87,78,101,101,100,94,12,17,1,8,72,1,100,96,89,88,83,99,72,13,17,1,5,83,49,101,84,93,87,83,101,85,1,9,9,5,5,9,6,5,4,7,5,9,5,1,1,24,23,44,42,53,15,101,2687,69,28,30,13,12,162,7,4,23,7,8,5,9,13,11,3,3,5,3,4,4,4,4,6,30,53,3,5,6,3,8,5,34,16,4,3,3,8,24,23,3,3,4,6,42,6,3,10,5,45,23,42,24,24,3,5,4,30,4,9,30,49,43,7,3,7,5,22,25,14,3,9,8,37,25,1356,"08.12.2023 20:40",87,1,0,0.98
1666,"08.12.2023 19:47",1,4,4,2,5,2,1,5,5,1,4,1,1,4,4,2,2,17,54,52,4,67,24,37,10,23,19,12,50,42,62,53,61,39,29,21,25,55,34,8,2,56,35,36,30,64,20,18,38,6,57,59,16,32,47,45,15,28,43,9,1,49,41,13,60,31,14,3,46,22,27,63,66,26,51,7,44,48,40,5,58,11,33,65,1,0,0,19,2,4,1,2,1,2,1,29,22,19,7,19,25,2,10,18,22,1,7,101,26,25,19,101,21,27,22,101,29,21,14,50,24,17,23,21,13,22,5,31,21,92,101,20,25,96,101,81,27,1,1,22,19,24,88,94,100,25,96,85,101,51,1,2,1,101,101,93,98,101,101,85,88,85,1,9,9,5,5,9,6,5,4,7,5,8,5,3,3,128,22,56,97,72,10,196,43,26,44,14,20,12,53,5,11,18,10,7,7,7,10,4,7,8,7,5,11,6,6,8,7,7,6,6,12,6,13,8,8,5,8,6,7,8,6,10,5,6,4,12,9,5,7,6,5,8,36,9,18,11,6,9,7,11,6,7,8,13,5,8,10,14,5,8,6,10,4,9,7,8,23,26,1404,"08.12.2023 20:10",87,1,0,0.85
1667,"08.12.2023 19:52",1,1,1,2,4,5,1,2,5,2,5,1,1,5,1,4,2,3,39,10,31,16,43,57,65,46,66,27,37,28,24,49,19,13,61,12,64,50,51,40,1,47,53,9,15,67,45,35,6,42,4,63,38,8,60,7,48,21,58,29,59,17,25,54,52,5,41,20,33,36,11,30,26,44,23,32,56,22,18,14,62,55,34,2,0,0,0,57,2,7,1,2,1,7,4,24,17,24,1,88,67,1,1,101,101,1,1,101,101,100,99,101,100,101,101,101,101,101,3,46,47,48,101,1,1,17,1,76,94,101,101,100,101,100,101,100,1,78,1,1,26,75,101,100,101,101,100,101,100,46,1,1,1,47,51,101,101,101,101,101,99,48,1,9,9,8,2,2,2,9,2,3,8,9,8,1,6,13,36,108,210,199,16,347,68,84,86,24,26,30,67,25,14,16,9,27,11,6,5,8,5,15,5,5,6,4,5,6,5,10,5,4,4,5,34,9,10,14,9,10,12,9,15,10,12,15,3,11,6,8,6,10,16,15,9,6,22,12,4,8,4,4,5,5,12,9,9,5,11,11,8,5,6,5,12,4,7,56,24,54,2020,"08.12.2023 20:27",87,1,0,0.76
1668,"08.12.2023 20:06",1,2,2,4,4,5,1,1,4,2,4,2,3,4,2,2,2,14,64,43,6,7,4,57,41,22,15,40,49,65,39,8,16,52,50,56,66,60,17,5,2,58,1,55,38,19,42,28,18,54,35,36,59,62,53,61,21,32,46,67,11,20,23,45,24,34,9,30,25,44,33,48,47,13,26,10,37,27,51,63,29,12,31,3,0,0,0,24,2,7,1,1,1,8,7,17,10,5,19,27,17,17,12,27,26,17,7,80,78,62,52,61,74,31,35,64,63,31,25,49,33,19,10,24,14,21,11,16,31,79,78,73,74,70,68,80,40,17,27,10,31,54,84,85,69,85,80,78,82,54,30,23,10,71,83,99,99,99,11,91,97,72,1,9,9,5,5,9,6,5,4,7,5,8,5,3,3,4,13,16,47,38,3,105,4,103,12,28,8,32,25,4,2,4,9,4,4,3,4,2,3,5,3,3,7,5,3,4,5,5,3,4,4,6,13,6,19,4,3,3,3,6,4,4,6,4,3,4,4,2,3,3,4,3,3,4,5,5,4,2,4,4,3,7,4,3,3,3,3,6,4,5,3,3,7,5,3,9,16,13,766,"08.12.2023 20:19",87,1,0,1.63
1674,"08.12.2023 20:26",1,4,5,2,5,1,3,5,4,5,2,4,1,2,1,5,3,1,29,51,16,38,41,60,21,6,48,10,43,57,63,67,22,27,42,40,53,34,24,33,45,13,59,52,23,35,5,58,20,11,15,36,32,4,56,55,7,2,28,44,46,65,12,66,64,47,8,30,18,50,49,62,54,3,39,26,25,61,31,17,37,9,19,14,0,1,0,22,2,6,2,1,1,5,3,1,4,1,1,1,1,1,1,1,1,1,14,101,101,101,54,100,98,88,71,101,101,99,67,101,101,99,73,1,1,1,1,1,1,98,101,100,71,101,99,100,1,1,1,1,1,1,99,101,100,69,101,101,101,1,1,3,1,1,20,101,101,100,49,101,98,101,1,9,9,9,1,1,1,9,1,1,9,9,9,1,1,6,9,56,51,47,9,85,19,18,56,39,11,8,32,10,3,3,3,3,4,3,2,4,5,3,3,4,2,2,4,2,3,2,5,2,3,3,4,6,3,3,4,3,4,3,4,6,2,3,2,3,5,2,3,4,3,3,4,2,3,3,3,4,3,8,3,2,3,3,5,3,3,5,5,3,3,3,4,4,2,4,15,23,717,"08.12.2023 20:38",87,1,0,1.81
1676,"08.12.2023 21:14",1,4,1,2,4,2,1,4,4,4,3,2,2,2,2,4,2,2,1,53,23,12,58,42,46,40,36,67,48,44,15,38,30,52,59,62,8,4,18,34,27,28,64,41,21,24,65,26,45,16,61,19,31,11,6,37,33,32,14,29,60,17,22,7,47,55,50,20,56,49,35,10,13,5,57,25,43,66,39,3,9,51,63,54,0,0,3,20,2,4,1,1,1,4,3,96,97,12,12,82,35,21,6,76,89,76,4,101,96,88,92,101,101,81,101,101,55,54,52,53,21,49,16,25,6,8,3,80,86,94,101,99,101,91,89,46,53,28,12,1,79,101,96,100,99,101,83,69,52,52,1,1,2,69,100,21,96,99,50,78,87,69,1,9,9,1,5,9,6,5,4,7,5,8,5,3,2,18,39,41,59,92,12,136,32,17,31,17,24,31,49,10,25,4,10,8,9,7,10,7,14,8,11,5,5,19,9,4,8,4,4,10,11,15,22,9,5,6,7,9,5,7,6,13,13,6,12,10,5,8,6,12,12,11,5,4,10,3,6,6,3,17,8,8,9,9,5,7,5,10,9,4,4,4,8,6,4,6,19,53,1231,"08.12.2023 21:34",87,1,0,0.9
1681,"08.12.2023 23:29",1,4,1,5,5,4,2,2,5,2,3,1,1,4,1,1,1,47,12,40,35,45,5,46,44,27,20,30,38,29,10,62,64,25,52,15,50,3,49,34,37,58,18,4,9,32,55,22,28,43,14,67,65,41,23,8,17,2,11,54,19,26,7,33,16,57,6,31,56,53,63,42,66,13,36,59,24,21,60,39,1,48,61,51,0,0,0,18,2,4,1,2,1,5,4,1,4,1,1,1,1,1,1,1,1,1,1,101,101,101,101,1,101,1,101,101,101,101,101,101,101,101,101,1,1,1,1,1,1,101,101,101,101,101,101,101,1,1,1,1,1,1,101,101,101,101,101,101,101,1,1,1,1,1,1,101,101,101,49,101,101,101,1,9,1,4,5,9,6,5,4,7,5,7,5,3,2,10,40,55,70,76,7,124,49,13,71,32,9,10,31,5,9,3,2,7,3,9,3,4,4,2,2,2,3,3,3,2,4,2,3,7,4,3,4,4,2,5,2,2,3,3,2,4,2,4,5,2,3,3,3,15,2,3,2,4,3,2,4,2,2,4,5,4,2,3,2,3,4,3,3,5,4,3,16,4,4,4,13,26,890,"08.12.2023 23:44",87,1,0,1.78
1685,"09.12.2023 07:54",1,3,4,2,5,2,4,3,4,3,3,3,2,4,2,2,1,22,58,64,9,18,20,25,49,8,43,1,34,10,56,24,51,42,65,41,28,23,37,38,26,14,60,45,11,15,50,29,36,59,47,61,44,30,53,67,39,19,27,13,16,66,52,6,2,5,17,55,63,33,21,7,54,31,3,57,48,40,46,62,32,35,4,12,0,0,0,18,2,4,1,1,1,5,4,51,1,1,1,14,1,1,1,33,67,19,1,1,101,1,101,101,101,101,101,1,101,101,33,53,1,1,1,28,1,1,1,13,69,101,101,101,101,101,101,101,74,27,1,1,61,101,101,101,101,101,101,101,96,51,1,26,1,101,101,101,101,101,101,101,101,101,1,9,9,9,1,1,1,9,1,3,7,9,5,1,1,6,22,55,28,62,7,110,34,16,34,13,22,45,54,10,11,8,7,14,21,13,11,13,14,26,5,5,5,6,7,5,4,4,6,73,4,5,62,8,7,8,12,11,10,12,5,16,9,5,3,6,5,5,4,7,12,12,12,6,17,8,14,6,7,13,3,7,21,7,9,10,23,8,13,4,4,8,12,7,9,7,68,33,1216,"09.12.2023 08:16",87,0,0,0.88
1690,"09.12.2023 09:43",1,2,4,2,3,1,1,4,3,1,4,4,2,5,1,5,4,32,9,44,57,66,56,18,41,23,37,59,19,47,36,53,24,54,31,60,17,3,13,38,42,62,28,65,64,50,35,26,6,67,43,15,16,49,34,25,11,39,22,8,45,58,48,4,52,63,12,2,10,27,40,33,51,61,46,20,14,5,1,29,21,55,30,7,2,0,1,21,2,4,1,2,1,3,4,1,1,1,1,2,1,2,2,101,1,2,101,101,100,83,101,101,89,17,101,101,101,21,3,52,1,1,2,3,1,1,1,1,101,101,101,101,101,100,101,101,101,1,1,1,86,1,101,101,101,101,101,101,101,1,100,3,2,1,1,101,101,101,1,101,101,101,3,9,9,8,1,1,1,9,1,1,9,9,9,1,8,50,24,78,78,71,18,133,42,51,86,24,18,33,71,6,3,4,7,11,4,8,4,3,7,3,7,3,4,6,4,5,5,6,4,7,5,5,5,5,7,5,3,4,4,14,7,5,7,4,3,7,6,5,3,3,4,9,4,4,6,13,4,4,3,7,4,8,8,7,3,5,4,6,4,5,18,6,4,5,3,4,22,49,1218,"09.12.2023 10:03",87,1,0,1.15
1693,"09.12.2023 10:18",1,4,5,1,4,5,1,5,5,4,1,3,3,5,1,4,3,31,35,7,56,4,11,48,57,17,29,19,26,37,54,13,34,12,38,3,1,46,32,18,42,60,5,30,53,24,15,51,21,43,33,9,44,55,40,25,23,58,66,2,20,41,28,62,45,16,14,8,67,49,27,59,64,36,52,47,22,10,39,65,6,50,63,61,2,1,0,21,2,4,1,1,1,1,1,1,1,3,3,4,1,1,1,3,1,96,1,100,101,101,81,101,101,101,101,100,101,78,85,53,50,21,12,10,1,1,4,1,2,100,100,101,79,101,94,82,1,2,8,1,2,1,100,101,101,74,101,99,75,51,18,20,1,19,77,101,101,101,101,100,101,86,1,9,9,9,1,1,6,5,4,7,5,8,5,3,3,44,30,72,65,122,8,138,32,109,25,106,14,15,58,12,9,12,5,17,7,10,20,9,10,7,10,5,12,6,20,7,11,16,46,4,6,11,12,7,16,8,8,8,7,21,7,6,4,9,9,14,8,14,7,21,6,165,9,7,25,10,5,7,7,14,5,5,11,9,5,8,9,6,14,9,12,4,13,7,5,6,57,64,1602,"09.12.2023 10:48",87,0,0,0.74
1704,"09.12.2023 12:08",1,4,5,2,4,3,1,3,4,4,3,3,2,4,4,3,2,17,24,25,40,26,19,41,29,37,28,15,13,44,23,45,8,59,14,35,42,32,6,11,22,58,27,4,47,20,39,66,36,54,30,48,52,3,61,49,18,60,51,63,38,55,5,43,53,64,62,2,34,31,1,21,7,57,50,10,56,16,12,33,65,67,9,46,0,0,2,24,2,6,1,1,1,5,2,5,4,96,95,4,10,1,8,96,3,3,14,100,99,97,10,101,92,92,1,96,91,93,6,97,93,92,6,99,1,2,8,11,3,99,96,88,7,94,97,96,7,2,9,8,11,2,101,97,90,91,93,91,100,8,1,3,6,92,97,99,90,99,54,97,90,94,3,4,9,7,1,4,3,7,2,3,9,8,5,1,8,18,14,85,73,83,15,152,25,23,35,21,12,221,76,4,3,3,3,3,7,3,3,3,3,17,4,2,4,9,4,4,7,4,4,4,4,4,5,7,4,4,4,3,3,3,3,3,4,12,5,6,5,3,10,10,8,3,3,7,4,5,4,3,3,9,5,3,18,4,7,3,3,4,4,6,4,4,8,5,4,3,24,17,1025,"09.12.2023 12:28",87,1,0,1.37
1706,"09.12.2023 12:15",1,4,1,3,2,2,3,1,2,2,4,1,1,5,1,1,1,25,50,9,6,46,55,5,20,7,11,64,57,43,30,49,35,58,53,14,22,54,3,24,41,62,59,1,29,56,17,33,67,19,16,13,60,38,65,63,36,32,34,23,12,47,48,8,66,26,27,51,15,44,4,61,39,42,45,28,18,21,52,37,31,40,10,2,1,0,0,19,2,4,1,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,1,9,9,4,5,9,6,9,4,7,5,8,5,3,5,18,48,86,142,139,13,363,41,47,93,43,25,18,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1249,"09.12.2023 14:23",72,0,0,0.55
1708,"09.12.2023 12:45",1,4,3,5,4,2,4,2,4,4,4,1,2,2,4,2,2,60,12,59,62,42,58,36,46,66,51,39,21,65,52,38,6,32,23,53,18,31,44,27,2,35,14,50,1,63,45,26,43,28,19,5,17,34,16,11,15,7,29,40,33,4,55,13,61,56,54,22,47,49,57,20,67,41,3,48,64,30,9,25,8,37,10,24,0,0,0,20,1,4,1,1,1,3,6,2,28,19,1,79,17,8,1,100,69,25,1,101,101,101,95,101,97,101,101,101,101,100,67,56,66,4,58,19,16,18,1,63,87,101,101,101,101,101,101,72,84,25,12,1,80,101,101,101,101,101,101,101,81,50,23,19,1,81,84,101,101,101,101,101,101,50,1,9,9,5,4,9,6,9,4,7,5,9,6,3,3,41,13,46,78,75,5,116,45,15,26,16,9,23,23,21,16,7,3,19,7,7,8,10,19,16,7,6,4,4,8,5,4,5,8,4,4,4,37,4,6,11,26,10,7,5,5,21,5,7,4,10,4,5,6,14,19,6,10,7,9,5,11,6,6,4,6,5,12,11,7,9,21,10,10,4,6,7,6,5,4,4,45,36,1205,"09.12.2023 13:05",87,1,0,0.97
1720,"09.12.2023 14:51",1,3,4,4,5,3,2,2,4,3,3,1,1,4,2,1,1,48,50,54,43,26,21,47,23,13,27,64,14,8,49,1,4,30,33,29,2,12,32,3,65,60,39,58,9,45,41,15,31,24,35,36,67,40,62,55,18,44,53,7,10,38,59,25,56,28,17,46,61,42,20,57,6,22,16,52,37,51,66,5,63,19,11,34,0,0,0,23,2,4,1,1,1,4,2,27,24,18,25,52,25,31,31,76,46,26,27,101,81,78,75,101,42,27,80,101,28,84,28,52,28,22,1,24,20,1,33,69,78,74,101,71,71,83,81,28,14,1,1,22,75,75,80,82,71,76,72,80,75,49,1,1,1,89,84,74,89,90,101,70,80,93,1,9,9,5,5,9,6,9,4,5,6,9,5,2,8,162,28,104,143,334,15,254,60,20,88,15,34,17,132,11,6,9,7,22,31,8,12,10,27,15,9,10,18,24,5,14,14,10,15,19,12,10,10,7,8,9,11,26,9,23,12,15,18,8,11,9,9,11,10,7,8,13,13,10,10,7,11,12,12,13,9,15,8,12,14,9,7,19,7,13,9,15,12,18,22,9,66,35,2345,"09.12.2023 15:30",87,1,0,0.57
1721,"09.12.2023 15:27",1,4,2,3,2,3,3,1,4,2,3,1,2,3,1,1,1,61,26,65,12,55,63,38,7,52,59,56,42,53,14,48,6,58,60,27,3,51,54,57,5,30,49,9,21,40,8,17,64,4,35,50,44,37,2,31,46,32,13,36,28,11,43,41,10,34,33,39,47,66,16,45,19,22,24,20,23,62,18,29,15,1,25,67,0,0,0,19,2,4,1,2,1,5,4,94,1,1,1,10,1,10,1,4,2,4,1,101,89,101,53,94,7,84,14,85,83,6,8,52,1,11,1,1,1,1,1,19,77,101,101,88,101,92,93,90,10,10,11,1,69,86,101,94,92,96,101,101,101,51,1,1,1,101,101,92,101,101,101,101,101,101,1,9,9,4,5,9,6,5,4,5,5,9,5,4,3,5,15,2,61,117,2,224,4,5,2,324,2,7,2,5,4,5,7,38,11,4,45,5,8,4,11,6,31,15,24,11,41,16,144,11,6,6,17,39,7,18,3,20,10,5,4,349,18,19,16,5,7,7,8,4,15,8,6,7,11,5,8,3,3,9,9,4,15,5,5,14,4,9,6,5,7,7,7,195,7,3,48,390,1200,"09.12.2023 16:11",87,1,0,1.03
1724,"09.12.2023 15:29",1,3,4,1,4,3,1,1,5,1,5,1,3,5,1,1,1,18,54,61,57,67,43,24,22,16,7,23,38,42,64,4,62,8,52,32,65,14,17,33,20,21,29,11,51,6,19,1,9,55,5,39,63,44,36,48,66,35,45,50,3,2,27,47,26,28,58,46,15,40,56,31,37,53,34,25,13,30,60,59,49,10,12,41,0,0,1,28,2,4,2,2,1,3,1,7,4,6,7,6,6,5,6,5,9,5,6,95,99,4,8,7,4,5,4,98,4,7,6,96,7,8,7,7,6,1,6,3,96,95,98,97,95,98,95,4,3,5,1,1,94,97,96,97,96,96,7,97,96,5,7,5,4,97,97,100,98,98,97,97,8,98,1,9,1,5,5,9,6,5,4,7,5,8,5,3,2,149,44,32,203,84,5,273,11,188,51,103,6,95,23,10,4,26,3,8,7,4,8,9,15,5,4,5,5,10,4,12,6,7,7,8,10,7,7,11,6,9,3,19,6,43,8,4,24,9,4,7,10,4,8,5,6,15,10,11,9,20,4,8,5,4,9,4,3,7,4,5,8,5,6,4,5,5,4,11,11,4,30,25,1678,"09.12.2023 16:00",87,0,0,0.98
1726,"09.12.2023 15:53",1,3,5,3,5,2,4,1,5,2,2,2,1,3,5,2,1,8,42,12,61,13,16,59,30,2,58,3,6,41,65,20,21,28,40,66,46,53,51,67,27,33,29,4,44,37,18,48,63,23,47,26,45,19,9,49,56,17,38,25,22,52,11,39,62,35,50,1,54,36,31,14,24,32,43,10,7,60,15,5,55,34,57,64,0,10,1,19,2,4,2,2,2,10,1,47,52,77,47,68,75,46,54,50,49,72,50,52,49,47,56,47,46,44,48,49,52,48,56,50,50,21,50,55,79,52,53,53,55,54,53,28,50,49,49,80,50,49,46,48,75,53,50,45,56,50,53,50,46,87,52,52,50,53,50,64,28,13,52,52,49,43,1,9,9,4,5,9,6,5,4,7,5,8,5,3,2,14,47,133,130,52,7,456,32,131,47,503,3,22,10,9,2,3,4,3,2,3,2,21,3,7,72,2,2,20,6,2,2,4,1,3,2,1,3,3,3,8,2,3,5,2,2,58,3,3,3,3,3,6,2,2,2,1,3,2,3,2,2,2,5,41,1,2,2,2,2,3,2,3,6,1,3,7,2,3,2,2,87,40,1483,"09.12.2023 16:28",87,0,0,1.87
1727,"09.12.2023 16:06",1,4,2,2,4,4,1,4,5,3,3,3,2,5,1,2,3,57,54,47,13,3,42,56,65,8,9,35,17,41,45,38,51,15,55,5,37,16,61,20,43,64,44,59,26,50,12,24,1,40,48,28,10,60,11,67,19,62,58,39,30,22,36,25,52,18,31,6,29,2,7,27,21,4,33,34,66,23,63,49,53,46,14,32,0,3,2,19,2,4,1,2,1,6,7,1,3,2,1,23,6,22,101,1,1,1,1,101,101,17,1,101,74,7,1,101,5,15,1,101,1,1,1,1,1,13,25,1,6,101,101,71,1,101,101,86,1,2,12,1,2,1,101,86,101,1,101,101,94,1,1,1,1,101,1,101,101,101,101,98,101,101,5,6,9,5,5,7,2,5,4,7,5,8,6,3,5,37,21,61,63,35,7,123,34,44,46,154,21,30,58,4,5,7,3,4,4,4,8,5,5,5,4,4,8,7,7,7,8,12,4,3,7,6,6,3,3,8,9,4,4,6,26,5,7,3,9,6,4,6,6,7,2,7,5,6,7,7,5,4,5,6,5,7,9,5,6,3,5,8,8,4,5,3,10,4,5,4,15,32,1179,"09.12.2023 16:26",87,1,0,1.14
